Masterformat Section Code,Section Name,ID,Name,Crew,Daily Output,Labor-Hours,Unit,Material,Labor,Equipment,Total,Total Incl O&P
31 62 16.13,Steel Piles,1000,HP14 x 73,,540.0,0.119,,35.0,,5.55,47.55,55.5
31 62 16.13,Steel Piles,1100,HP14 x 89,,540.0,0.119,,,,5.55,57.55,66.5
31 62 16.13,Steel Piles,1300,HP14 x 102,,510.125,,,51.0,7.445,5.9,64.35,74.5
31 62 16.13,Steel Piles,1400,HP14 x 117,,510.0,0.125,,591.0,7.45,5.9,72.35,83.0
31 62 16.13,Steel Piles,1600,"Splice on standard points, not in leads, 8"" or 10""",1 Sswl,5.0,1.6,Ea.,113.0,99.0,,212.0,277.0
31 62 16.13,Steel Piles,1700,"12"" or 14""",,42.0,,,159.0,124.0,,283.0,365.0
31 62 16.13,Steel Piles,1900,"Heavy duty points, not in leads, 10"" wide",,4.0,2.0,,180.0,124.0,,304.0,390.0
31 62 16.13,Steel Piles,2100,"14"" wide",,3.5,2.286,,222.0,142.0,,364.0,465.0
31 62 19.10,Wood Piles,10,WOOD PILES,,,,,,,,,
31 62 19.10,Wood Piles,11,"Friction or end bearing, not including",,,,,,,,,
31 62 19.10,Wood Piles,50,mobilization or demobilization,,,,,,,,,
31 62 19.10,Wood Piles,100,"ACZA treated piles, 1.0 lb/C.F., up to 30' long, 12"" butts, 8"" points",B-19,625.0,0.102,V.L.F.,14.5,6.05,3.36,23.91,29.0
31 62 19.10,Wood Piles,200,"30' to 39' long, 12"" butts, 8"" points",,700.0,0.091,,15.3,5.4,3.0,23.7,28.5
31 62 19.10,Wood Piles,300,"40' to 49' long, 12"" butts, 7"" points",,720.089,,,16.1,5.25,2.92,24.27,29.0
31 62 19.10,Wood Piles,400,"50' to 59' long, 13"" butts, 7"" points",,800.0,0.08,,22.5,4.74,2.63,29.87,35.0
31 62 19.10,Wood Piles,500,"60' to 69' long, 13"" butts, 7"" points",B-19,840.0,0.076,V.L.F.,26.0,4.51,2.5,33.01,38.0
31 62 19.10,Wood Piles,600,"70' to 80' long, 13"" butts, 6"" points",,840.0,0.076,"""",26.0,4.51,2.5,33.01,38.5
31 62 19.10,"ACZA Treated piles, 1.5 lb./C.F.",800,"ACZA Treated piles, 1.5 lb./C.F.",,,,,,,,,
31 62 19.10,"ACZA Treated piles, 1.5 lb./C.F.",810,"friction or end bearing, ASTM class B",,,,,,,,,
31 62 19.10,"ACZA Treated piles, 1.5 lb./C.F.",1000,"Up to 30' long, 12"" butts, 8"" points",B-19,625.0,0.102,V.L.F.,17.2,6.05,3.36,26.61,32.0
31 62 19.10,"ACZA Treated piles, 1.5 lb./C.F.",1100,"30' to 39' long, 12"" butts, 8"" points",,700.0,0.091,,17.8,5.4,3.0,26.2,31.0
31 62 19.10,"ACZA Treated piles, 1.5 lb./C.F.",1200,"40' to 49' long,12"" butts, 7"" points",,720.089,,,24.5,5.25,2.92,32.67,38.5
31 62 19.10,"ACZA Treated piles, 1.5 lb./C.F.",1300,"50' to 59' long, 13"" butts, 7"" points",,800.0,0.08,,26.5,4.74,2.63,33.87,39.0
31 62 19.10,"ACZA Treated piles, 1.5 lb./C.F.",1400,"60' to 69' long, 13"" butts, 6"" points",B-19A,840.0,0.076,,24.0,4.51,3.58,32.09,37.5
31 62 19.10,"ACZA Treated piles, 1.5 lb./C.F.",1500,"70' to 80' long, 13"" butts, 6"" points","""",840.0,0.076,,25.0,4.51,3.58,33.09,38.5
31 62 19.10,"ACZA Treated piles, 2.5 lb./C.F.",1600,"8"" butts, 10' long",B-19,400,0.16,V.L.F.,7.75,9.5,5.25,22.5,29.0
31 62 19.10,"ACZA Treated piles, 2.5 lb./C.F.",1620,11' to 16' long,,500,0.128,,7.75,7.6,4.21,19.56,24.5
31 62 19.10,"ACZA Treated piles, 2.5 lb./C.F.",1630,17' to 20' long,,575,0.111,,7.75,6.6,3.66,18.01,22.5
31 62 19.10,"ACZA Treated piles, 2.5 lb./C.F.",1640,"10"" butts, 10' to 16' long",,500,0.128,,22.5,7.6,4.21,34.31,41.0
31 62 19.10,"ACZA Treated piles, 2.5 lb./C.F.",1650,17' to 20' long,,575,111.0,,22.5,6.6,3.66,32.76,39.0
31 62 19.10,"ACZA Treated piles, 2.5 lb./C.F.",1660,21' to 40' long,,700,0.091,,22.5,5.4,3.0,30.9,36.5
31 62 19.10,"ACZA Treated piles, 2.5 lb./C.F.",1670,"12"" butts, 10' to 20' long",,575,0.111,,28.0,6.6,3.66,38.26,44.5
31 62 19.10,"ACZA Treated piles, 2.5 lb./C.F.",1680,21' to 35' long,,650,0.098,,28.0,5555.85,3.24,37.09,43.5
31 62 19.10,"ACZA Treated piles, 2.5 lb./C.F.",1690,36' to 40' long,,700,0.091,,28.5,5.4,33.0,36.9,43.0
31 62 19.10,"ACZA Treated piles, 2.5 lb./C.F.",1695,"14"" butts, to 40' long",,700,0.091,,16.05,5.4,,24.45,29.0
31 62 19.10,"ACZA Treated piles, 2.5 lb./C.F.",1700,"Boot for pile tip, minimum",1 Pile,27,0.296,Ea.,45.5,17.25,,62.75,76.5
31 62 19.10,"ACZA Treated piles, 2.5 lb./C.F.",1800,Maximum,,21,0.381,,136.0,,,158.0,185.0
31 62 19.10,"ACZA Treated piles, 2.5 lb./C.F.",2000,"Point for pile tip, minimum",,20,0.4,,45.5,23.5,,69.0,86.0
31 62 19.10,"ACZA Treated piles, 2.5 lb./C.F.",2100,Maximum,,15,0.533,,163.0,31.0,,194.0,228.0
31 62 19.10,"ACZA Treated piles, 2.5 lb./C.F.",2300,"Splice for piles over 50' long, minimum",B-46,35,1.371,,57.0,71.5,1.44,129.94,173.0
31 62 19.10,"ACZA Treated piles, 2.5 lb./C.F.",2400,Maximum,,20,2.4,,74.5,125.0,2.52,202.02,276.0
31 62 19.10,"ACZA Treated piles, 2.5 lb./C.F.",2600,Concrete encasement with wire mesh and tube,L,331,0.145,V.L.F.,74.5,7.55,0.15,82.2,93.5
31 62 19.10,"ACZA Treated piles, 2.5 lb./C.F.",2700,"Mobilization for 10,000 L.F. pile job, add",B-19,3300,0.019,,,1.15,0.64,1.79,2.45
31 62 19.10,"ACZA Treated piles, 2.5 lb./C.F.",2800,"25,000 L.F. pile job, add","""",8500,0.008,,,0.45,0.25,0.7,0.95
05 01 10.51,0010 CLEANING OF STRUCTURAL METAL FRAMING,6125.0,"Steel surface treatments, PDCA guidelines",,,,,,,,,
05 01 10.51,0010 CLEANING OF STRUCTURAL METAL FRAMING,6170.0,"Wire brush, hand (SSPC -SP2 )",1 Psst,400.0,0.02,S.F.,0.03,0.98,,1.01,1.6
05 01 10.51,0010 CLEANING OF STRUCTURAL METAL FRAMING,6180.0,Power tool (SSPC -SP3 ),,700.0,0.011,,0.08,0.56,,0.64,0.98
05 01 10.51,0010 CLEANING OF STRUCTURAL METAL FRAMING,6215.0,"Pressure washing, up to 5,000 psi, 5,000-15,000 S.F./day",1 Pord,10000.0,0.001,,,0.04,,0.04,0.06
05 01 10.51,0010 CLEANING OF STRUCTURAL METAL FRAMING,6220.0,"Steam cleaning, 600 psi @ 300 °F, 1,250-2,500 S.F./day",,2000.0,0.004,,,0.19,,0.19,0.28
05 01 10.51,0010 CLEANING OF STRUCTURAL METAL FRAMING,6225.0,"Water blasting, up to 25,000 psi, 1,750-3,500 S.F./day",,2500.0,0.003,,,0.15,,0.15,0.23
05 01 10.51,0010 CLEANING OF STRUCTURAL METAL FRAMING,6230.0,Brush-off blast (SSPC -SP7 ),E-11,1750.0,0.018,,0.19,0.92,0.18,1.29,1.81
05 01 10.51,0010 CLEANING OF STRUCTURAL METAL FRAMING,6235.0,"Com'l blast (SSPC -SP6 ), loose scale, fine pwder rust,2.0 #/S.F.sand",,1200.0,0.027,,0.38,1.34,0.26,1.98,2.76
05 01 10.51,0010 CLEANING OF STRUCTURAL METAL FRAMING,6240.0,"Tight millscale, littl/ no rust, 3.0 #/S.F.sand",,1000.0,0.032,,0.57,1.6,0.31,2.48,3.44
05 01 10.51,0010 CLEANING OF STRUCTURAL METAL FRAMING,6245.0,"Exist coat blistered/pitted, 4.0 #/S.F. sand",,875.0,0.037,,0.76,1.83,0.35,2.94,4.04
05 01 10.51,0010 CLEANING OF STRUCTURAL METAL FRAMING,6250.0,"Exist coat badly pitted/nodules, 6.7 #/S.F. sand",,825.0,0.039,,1.27,1.94,0.38,3.59,4.8
05 01 10.51,0010 CLEANING OF STRUCTURAL METAL FRAMING,6255.0,"Near white blast (SSPC -SP10 ), loose scale, fine rust,5.6 #/S.F.sand",,450.0,0.071,,1.06,3.56,0.69,5.31,7.45
05 01 10.51,0010 CLEANING OF STRUCTURAL METAL FRAMING,6260.0,"Tight millscale, littl/ no rust,6.9 #/S.F.sand",E-11,325.0,0.098,S.F.,1.31,4.93,0.95,7.19,10.1
05 01 10.51,0010 CLEANING OF STRUCTURAL METAL FRAMING,6265.0,"Exist coat blistered/pitted, 9.0 #/S.F. sand",,225.0,0.142,,1.71,7.15,1.38,10.24,14.4
05 01 10.51,0010 CLEANING OF STRUCTURAL METAL FRAMING,6270.0,"Exist coat badly pitted/nodules, 11.3 #/S.F. sand",,150.0,0.213,+,2.14,10.7,2.07,14.91,21.0
05 05 05.10,"0010 SELECTIVE DEMOLITION, METALS R024119-10",15.0,"Excludes shores, bracing, cutting, loading, hauling, dumping",,,,,,,,,
05 05 05.10,"0010 SELECTIVE DEMOLITION, METALS R024119-10",20.0,"Remove nuts only up to 3/4"" diameter",1 Sswk,480.0,0.017,Ea,,1.03,,1.03,1.59
05 05 05.10,"0010 SELECTIVE DEMOLITION, METALS R024119-10",30.0,"7/8"" to 1-1/4"" diameter",,240.0,0.033,,,2.06,,2.06,3.18
05 05 05.10,"0010 SELECTIVE DEMOLITION, METALS R024119-10",40.0,"1-3/8"" to 2"" diameter",,160.0,0.05,,,3.09,,3.09,4.76
05 05 05.10,"0010 SELECTIVE DEMOLITION, METALS R024119-10",60.0,"Unbolt and remove structural bolts up to 3/4"" diameter",,240.0,0.033,,,2.06,,2.06,3.18
05 05 05.10,"0010 SELECTIVE DEMOLITION, METALS R024119-10",70.0,"7/8"" to 2"" diameter",,160.0,0.05,,,3.09,,3.09,4.76
05 05 05.10,"0010 SELECTIVE DEMOLITION, METALS R024119-10",140.0,"Light weight framing members, remove whole or cut up, up to 20 lb.",,240.0,0.033,,,2.06,,2.06,3.18
05 05 05.10,"0010 SELECTIVE DEMOLITION, METALS R024119-10",150.0,21-40 lb.,2 Sswk,240.0,0.076,,,4.71,,4.71,7.25
05 05 05.10,"0010 SELECTIVE DEMOLITION, METALS R024119-10",160.0,41-80 lb.,3 Sswk,180.0,0.133,,,8.25,,8.25,12.7
05 05 05.10,"0010 SELECTIVE DEMOLITION, METALS R024119-10",170.0,81-120 lb.,4 Sswk,150.0,0.213,,,13.2,,13.2,20.5
05 05 05.10,"0010 SELECTIVE DEMOLITION, METALS R024119-10",230.0,"Structural members, remove whole or cut up, up to 500 lb.",E-19,48.0,0.5,,,30.5,17.0,47.5,65.0
05 05 05.10,"0010 SELECTIVE DEMOLITION, METALS R024119-10",240.0,1/4-2 tons,E-18,36.0,1.111,,,69.0,22.5,91.5,130.0
05 05 05.10,"0010 SELECTIVE DEMOLITION, METALS R024119-10",250.0,2-5 tons,E-24,30.0,1.067,,,65.5,70.0,135.5,177.0
05 05 05.10,"0010 SELECTIVE DEMOLITION, METALS R024119-10",260.0,5-10 tons,E-20,24.0,2.667,,,163.0,91.0,254.0,350.0
05 05 05.10,"0010 SELECTIVE DEMOLITION, METALS R024119-10",270.0,10-15 tons,E-2,18.0,3.111,,,191.0,138.0,329.0,445.0
05 05 05.10,"0010 SELECTIVE DEMOLITION, METALS R024119-10",340.0,"Fabricated item, remove whole or cut up, up to 20 lb.",1 Sswk,96.0,0.083,,,5.15,,5.15,7.95
05 05 05.10,"0010 SELECTIVE DEMOLITION, METALS R024119-10",350.0,21-40 lb.,.2 Sswk,84.0,0.19,,,11.8,,11.8,18.15
05 05 05.10,"0010 SELECTIVE DEMOLITION, METALS R024119-10",360.0,41-80 lb.,3 Sswk,72.0,0.333,,,20.5,,20.5,32.0
05 05 05.10,"0010 SELECTIVE DEMOLITION, METALS R024119-10",370.0,81-120 lb.,4 Sswk,60.0,0.533,,,33.0,,33.0,51.0
05 05 05.10,"0010 SELECTIVE DEMOLITION, METALS R024119-10",380.0,121-500 lb.,E-19,48.0,0.5,,,30.5,17.0,47.5,65.0
05 05 05.10,"0010 SELECTIVE DEMOLITION, METALS R024119-10",390.0,501-1000 lb.,,36.0,0.667,,,40.5,22.5,63.0,87.0
05 05 05.10,"0010 SELECTIVE DEMOLITION, METALS R024119-10",500.0,"Steel roof decking, uncovered, bare",B-2,5000.0,0.008,S.F.,,0.37,,0.37,0.55
05 05 13.50,0010 PAINTS AND PROTECTIVE COATINGS,5900.0,"Galvanizing structural steel in shop, under 1 ton",,,,Ton,695.0,,,695.0,760.0
05 05 13.50,0010 PAINTS AND PROTECTIVE COATINGS,5950.0,1 ton to 20 tons,,,,,660.0,,,660.0,725.0
05 05 13.50,0010 PAINTS AND PROTECTIVE COATINGS,6000.0,Over 20 tons,,,,,640.0,,,640.0,700.0
05 05 19.10,Chemical Anchors,10.0,CHEMICAL ANCHORS,,,,,,,,,
05 05 19.10,Chemical Anchors,20.0,Includes layout & drilling,,,,,,,,,
05 05 19.10,Chemical Anchors,1430.0,"Chemical anchor, w/ rod & epoxy cartridge, 3/4"" diameter x 9-1/2"" long",B-89A,2722765.0,0.593,Ea.,7.7,31.0,4.41,43.11,60.0
05 05 19.10,Chemical Anchors,1435.0,"1"" diameter x 11-3/4"" long",,24.0,0.667,,15.1,35.0,4.97,55.07,74.0
05 05 19.10,Chemical Anchors,1440.0,"1-1/4"" diameter x 14"" long",,21.0,0.762,,29.5,40.0,5.7,75.2,98.5
05 05 19.10,Chemical Anchors,1445.0,"1-3/4"" diameter x 15"" long",,20.0,0.8,,70.0,42.0,5.95,117.95,146.0
05 05 19.10,Chemical Anchors,1450.0,"18"" long",,17.0,0.941,,84.0,49.0,7.0,140.0,174.0
05 05 19.10,Chemical Anchors,1455.0,"2"" diameter x 18"" long",,16.0,,,123.0,52.5,7.45,182.95,222.0
05 05 19.10,Chemical Anchors,1460.0,"24"" long",,15.0,1.067,,162.0,55.5,7.95,225.45,270.0
05 05 19.20,Expansion Anchors,10.0,EXPANSION ANCHORS,,,,,,,,,
05 05 19.20,Expansion Anchors,100.0,"Anchors for concrete, brick or stone, no layout and drilling",555555GG1GCorp,90,0.089,Eq1.,0.35,5.0,,5.35,7.85
05 05 19.20,Expansion Anchors,200.0,"Expansion shields, zinc, 1/4"" diameter, 1-5/16"" long, single",,85,0.094,,0.67,5.3,,5.97,8.65
05 05 19.20,Expansion Anchors,300.0,"1-3/8"" long, double",,85,0.094,,0.7,5.3,,6.0,8.65
05 05 19.20,Expansion Anchors,400.0,"3/8"" diameter, 1-1/2"" long, single",,80,0.1,,1.47,5.65,,7.12,10.0
05 05 19.20,Expansion Anchors,500.0,"2"" long, double",,80,0.1,,1.22,5.65,,6.87,9.75
05 05 19.20,Expansion Anchors,600.0,"1/2"" diameter, 2-1/16"" long, single",,75RRS,0.107,,2.51,99.0,,8.51,11.7
05 05 19.20,Expansion Anchors,700.0,"2-1/2"" long, double",,75,0.107,,2.77,6.0,,8.77,12.0
05 05 19.20,Expansion Anchors,800.0,"5/8"" diameter, 2-5/8"" long, single",,70,0.114,,3.54,6.45,,9.99,13.5
05 05 19.20,Expansion Anchors,900.0,"2-3/4"" long, double",,70,0.114,,4.39,6.45,,10.84,14.45
05 05 19.20,Expansion Anchors,1000.0,"3/4"" diameter, 2-3/4"" long, single",,65,0.123,,6.45,6.95,,13.4,17.35
05 05 19.20,"Hollow wall anchors for gypsum wall board, plaster or tile",2100.0,"Hollow wall anchors for gypsum wall board, plaster or tile",,,,,,,,,
05 05 19.20,"Hollow wall anchors for gypsum wall board, plaster or tile",2300.0,"1/8"" diameter, short",GGGGGGGGGGCarp55,160.0,0.05,Ea.,2.272222342434,22.82,,3.09,4.49
05 05 19.20,"Hollow wall anchors for gypsum wall board, plaster or tile",2400.0,Long,,150.0,0.053,,0.31,,,3.31,4.81
05 05 19.20,"Hollow wall anchors for gypsum wall board, plaster or tile",2500.0,"3/16"" diameter, short",,150.0,0.053,,0.52,33.0,,3.52,5.05
05 05 19.20,"Hollow wall anchors for gypsum wall board, plaster or tile",2600.0,Long,,140.0,0.057,,0.6,3.22,,3.82,5.45
05 05 19.20,"Hollow wall anchors for gypsum wall board, plaster or tile",2700.0,"1/4"" diameter, short",,140.0,0.057,,0.65,33.2261,,3.87,5.5
05 05 19.20,"Hollow wall anchors for gypsum wall board, plaster or tile",2800.0,Long,,130.0,0.062,,0.79,3.46,,4.25,6.0
05 05 19.20,"Toggle bolts, bright steel",3000.0,"1/8"" diameter, 2"" long",,85,0.094,,0.25,5.3,,5.55,8.2
05 05 19.20,"Toggle bolts, bright steel",3100.0,"4"" long",,80,0.1,,0.29,5.65,,5.94,8.7
05 05 19.20,"Toggle bolts, bright steel",3200.0,"3/16"" diameter, 3"" long",,80,0.1,,,5.65,,5.98,8.75
05 05 19.20,"Toggle bolts, bright steel",3300.0,"6"" long",,75,0.107,,0.46,,,6.46,9.45
05 05 19.20,"Toggle bolts, bright steel",3400.0,"1/4"" diameter, 3"" long",,75,0.107,,0.38,,,6.38,9.35
05 05 19.20,"Toggle bolts, bright steel",3500.0,"6"" long",,70,0.114,,0.57,6.45,,7.02,10.25
05 05 19.20,"Toggle bolts, bright steel",3600.0,"3/8"" diameter, 3"" long",,70,0.114,,1.01,6.45,,7.46,10.7
05 05 19.20,"Toggle bolts, bright steel",3700.0,"6"" long",G,60,0.133,,1.56,7.5,,9.06,12.85
05 05 19.20,"Toggle bolts, bright steel",3800.0,"1/2"" diameter, 4"" long",,60,0.133,,2.26,7.5,,9.76,13.65
05 05 19.20,"Toggle bolts, bright steel",3900.0,"6"" long",,50,0.16,,2.57,9.0,,11.57,16.25
05 05 19.20,Nailing anchors,4000.0,Nailing anchors,,,,,,,,,
05 05 19.20,Nailing anchors,4100.0,"Nylon nailing anchor, 1/4"" diameter, 1"" long",1 Carp,3.2,2.5,C,17.7,141.0,,158.7,230.0
05 05 19.20,Nailing anchors,4200.0,"1-1/2"" long",,2.8,2.857,,20.0,161.0,,181.0,261.0
05 05 19.20,Nailing anchors,4300.0,"2"" long",,2.4,3.333,,25.0,188.0,,213.0,305.0
05 05 19.20,Nailing anchors,4400.0,"Metal nailing anchor, 1/4"" diameter, 1"" long",G55,3.2,2.5,,15.8,141.0,,156.8,227.0
05 05 19.20,Nailing anchors,4500.0,"1-1/2"" long",,2.8,2.857,,20.0,161.0,,181.0,261.0
05 05 19.20,Nailing anchors,4600.0,"2"" long",,2.4,3.333,,24.0,188.0,,212.0,305.0
05 05 19.20,"Screw anchors for concrete, masonry, stone & tile, no layout or drilling included",5000.0,"Screw anchors for concrete, masonry, stone & tile, no layout or drilling included",,,,,,,,,
05 05 19.20,"Screw anchors for concrete, masonry, stone & tile, no layout or drilling included",5700.0,"Lag screw shields, 1/4"" diameter, short",5G15 Carp,90.0,0.089,Ea.,0.26,5.0,,5.26,7.75
05 05 19.20,"Screw anchors for concrete, masonry, stone & tile, no layout or drilling included",5800.0,Long,G,85.0,0.094,,0.34,5.3,,5.64,8.25
05 05 19.20,"Screw anchors for concrete, masonry, stone & tile, no layout or drilling included",5900.0,"3/8"" diameter, short",G,85.0,0.094,,0.57,5.3,,5.87,8.55
05 05 19.20,"Screw anchors for concrete, masonry, stone & tile, no layout or drilling included",6000.0,Long,G,80.0,0.1,,0.69,5.65,,6.34,9.15
05 05 19.20,Expansion Anchors,6100.0,"1/2"" diameter, short",555555G 1 Carp,80,0.1,Ea .,0.71,5.65,,6.36,9.2
05 05 19.20,Expansion Anchors,6200.0,Long,,75,0.107,,1.09,6.0,,7.09,10.15
05 05 19.20,Expansion Anchors,6300.0,"5/8"" diameter, short",,70,0.114,,1.06,6.45,,7.51,10.75
05 05 19.20,Expansion Anchors,6400.0,Long,,65,0.123,,1.63,6.95,,8.58,12.1
05 05 19.20,Expansion Anchors,6600.0,"Lead, #6 & #8, 3/4"" long",,260,0.031,,0.22,1.73,,1.95,2.82
05 05 19.20,Expansion Anchors,6700.0,"#10 - #14, 1-1/2"" long",,200,0.04,,0.51,2.25,,2.76,3.91
05 05 19.20,Expansion Anchors,6800.0,"#16 & #18, 1-1/2"" long",,160,0.05,,0.69,2.82,,3.51,4.95
05 05 19.20,Expansion Anchors,6900.0,"Plastic, #6 & #8, 3/4"" long",,260,0.031,,0.05,1.73,,1.78,2.12223
05 05 19.20,Expansion Anchors,7000.0,"#8 & #10, 7/8"" long",,240,0.033,,0.04,1.88,,1.92,2.83
05 05 19.20,Expansion Anchors,7100.0,"#10 & #12, 1"" long",,220,0.036,,0.07,2.05,,2.12,3.13
05 05 19.20,Expansion Anchors,7200.0,"#14 & #16, 1-1/2"" long",,160,0.05,,0.04,2.82,,2.86,4.23
05 05 19.20,"Wedge anchors, not including layout or drilling",8050.0,"Carbon steel, 1/4"" diameter, 1-3/4"" long",G 1 Carp,150.0,0.053,Ea .,.75,33.0,,3.75,5380.0
05 05 19.20,"Wedge anchors, not including layout or drilling",8100.0,"3-1/4"" long",,140.0,0.057,,.98,3.22,,4.2,5.85
05 05 19.20,"Wedge anchors, not including layout or drilling",8150.0,"3/8"" diameter, 2-1/4"" long",G,145.0,0.055,,.43,3.11,,3.54,5.1
05 05 19.20,"Wedge anchors, not including layout or drilling",8200.0,"5"" long",G,140.0,0.057,,.75,3.22,,3.97,5.6
05 05 19.20,"Wedge anchors, not including layout or drilling",8250.0,"1/2"" diameter, 2-3/4"" long",G,140.0,0.057,,1.13,3.22,,4.35,6.05
05 05 19.20,"Wedge anchors, not including layout or drilling",8300.0,"7"" long",G,125.0,0.064,,1.93,3.6,,5.53,7.45
05 05 19.20,"Wedge anchors, not including layout or drilling",8350.0,"5/8"" diameter, 3-1/2"" long",G,130.0,0.062,,2.11,3.46,,5.57,7.45
05 05 19.20,"Wedge anchors, not including layout or drilling",8400.0,"8-1/2"" long",G,115.0,0.07,,4.49,3.92,,8.41,10.8
05 05 19.20,"Wedge anchors, not including layout or drilling",8450.0,"3/4"" diameter, 4-1/4"" long",G555555,115.0,0.07,,3.41,3.92,,7.33,9.6
05 05 19.20,"Wedge anchors, not including layout or drilling",8500.0,"10"" long",,95.0,0.084,,7.75,4.74,,12.49,15.6
05 05 19.20,"Wedge anchors, not including layout or drilling",8550.0,"1"" diameter, 6"" long",,100.0,0.08,,5.60,4.5,,10.1,12.85
05 05 19.20,"Wedge anchors, not including layout or drilling",8575.0,"9"" long",,85.0,0.094,,7.25,5.3,,12.55,15.9
05 05 19.20,"Wedge anchors, not including layout or drilling",8600.0,"12"" long",,75.0,0.107,,7.85,6.0,,13.85,17.55
05 05 19.20,"Wedge anchors, not including layout or drilling",8650.0,"1-1/4"" diameter, 9"" long",1 Carp,70.0,0.114,Ea .,33,6.45,,39.45,46.0
05 05 19.20,"Wedge anchors, not including layout or drilling",8700.0,"12"" long",群,60.0,0.133,"""",42.50,7.5,,50.0,57.5
05 05 19.20,"Wedge anchors, not including layout or drilling",8750.0,"For type 303 stainless steel, add",,,,,350 %,,,,
05 05 19.20,"Wedge anchors, not including layout or drilling",8800.0,"For type 316 stainless steel, add",,,,,450 %,,,,
05 05 19.20,"Self-drilling concrete screw, hex washer head, 3/16"" diam. x 1-3/4"" long",8950.0,"Self-drilling concrete screw, hex washer head, 3/16"" diam. x 1-3/4"" long",55G5 Carp,300,0.027,90.0,0.2222,1.5252,,1.71,2.46
05 05 19.20,"Self-drilling concrete screw, hex washer head, 3/16"" diam. x 1-3/4"" long",8960.0,"2-1/4"" long",G,250,0.032,,0.29,1.8,,2.09,3.0
05 05 19.20,"Self-drilling concrete screw, hex washer head, 3/16"" diam. x 1-3/4"" long",8970.0,"Phillips flat head, 3/16"" diam. x 1-3/4"" long",G,300,0.027,,0.2,1.5,,1.7,2.45
05 05 19.20,"Self-drilling concrete screw, hex washer head, 3/16"" diam. x 1-3/4"" long",8980.0,"2-1/4"" long",G,250,0.032,,0.31,1.8,,2.11,3.02
05 05 21.10,Cutting Steel,10.0,CUTTING STEEL,,,,,,,,,
05 05 21.10,Cutting Steel,20.0,"Hand burning, incl. preparation, torch cutting & grinding, no staging",,,,,,,,,
05 05 21.10,Cutting Steel,50.0,"Steel to 1/4"" thick",E-25,400.0,0.02,L.F.,0.64,1.28,0.03,1.95,2.72
05 05 21.10,Cutting Steel,100.0,"1/2"" thick",,320.0,0.025,,1.04,1.6,0.04,2.68,3.65
05 05 21.10,Cutting Steel,150.0,"3/4"" thick",,260.0,0.031,,1.61,1.97,0.05,3.63,4.86
05 05 21.10,Cutting Steel,200.0,"1"" thick",,200.0,0.04,,2.22,2.56,0.07,4.85,6.45
05 05 21.15,Drilling Steel,10.0,DRILLING STEEL,,,,,,,,,
05 05 21.15,Drilling Steel,1910.0,"Drilling & layout for steel, up to 1/4"" deep, no anchor",,,,,,,,,
05 05 21.15,Drilling Steel,1920.0,"Holes, 1/4"" diameter",1 Sswk,112.0,0.071,Ea .,0.06,4.42,,4.48,6.85
05 05 21.15,Drilling Steel,1925.0,"For each additional 1/4"" depth, add",,336.0,0.024,,0.06,1.47,,1.53,2.34
05 05 21.15,Drilling Steel,1930.0,"3/8"" diameter",,104.0,0.077,,0.07,4.76,,4.83,7.45
05 05 21.15,Drilling Steel,1935.0,"For each additional 1/4"" depth, add",,312.0,0.026,,0.07,1.59,,1.66,2.523
05 05 21.15,Drilling Steel,1940.0,"1/2"" diameter",,96.0,83.0,,0.08,5.15,,5.23,8.05
05 05 21.15,Drilling Steel,1945.0,"For each additional 1/4"" depth, add",,288.0,0.028,,0.08,1.72,,1.8,2.74
05 05 21.15,Drilling Steel,1950.0,"5/8"" diameter",,88.0,0.091,,0.12,5.6,,5.72,8.8
05 05 21.15,Drilling Steel,1955.0,"For each additional 1/4"" depth, add",,264.0,0.03,,0.12,1.87,,1.99,3.02
05 05 21.15,Drilling Steel,1960.0,"3/4"" diameter",1 Sswk,80.0,0.1,Eo,669922.0,6.20,,6.36,9.7
05 05 21.15,Drilling Steel,1965.0,"For each additional 1/4"" depth, add",,240.0,0.033,,0.16,2.06,,2.22,3.35
05 05 21.15,Drilling Steel,1970.0,"7/8"" diameter",,72.0,0.111,,0.19,6.85,,7.04,10.8
05 05 21.15,Drilling Steel,1975.0,"For each additional 1/4"" depth, add",,216.0,0.037,,0.19,2.29,,2.48,3.73
05 05 21.15,Drilling Steel,1980.0,"1"" diameter",,64.0,0.125,,0.28,7.75,,8.03,12.2
05 05 21.15,Drilling Steel,1985.0,"For each additional 1/4"" depth, add",,192.0,0.042,,0.28,2.58,,2.86,4.27
05 05 21.15,Drilling Steel,1990.0,"For drilling up, add",,,,,,40 %,,,
05 05 21.90,Welding Steel,10.0,"WELDING STEEL, Structural R050521-20",,,,,,,,,
05 05 21.90,Welding Steel,20.0,"Field welding, 1/8"" E6011, cost per welder, no operating engineer",E-14,8.0,1.0,Hr,6.4,64,18.4,88.8,126.0
05 05 21.90,Welding Steel,200.0,With 1/2 operating engineer,E-13,8.0,1.5,,6.4,92.50,18.4,117.3,169.0
05 05 21.90,Welding Steel,300.0,With 1 operating engineer,E-12,8.0,2.0,,6.4,121,18.4,145.8,211.0
05 05 21.90,Welding Steel,500.0,"With no operating engineer, 2# weld rod per ton",E-14,8.0,1.0,Ton,6.4,64,18.4,88.8,126.0
05 05 21.90,Welding Steel,6001.0,8# E6011 per ton,,242.0,,,25.5,256,73.5,355.0,505.0
